55104:
 num     #instances         #bytes  class name (module)
2457:             1             16  org.apache.commons.compress.archivers.zip.ExtraFieldUtils$$Lambda$283/0x0000000800306278
2458:             1             16  org.apache.commons.compress.archivers.zip.ExtraFieldUtils$$Lambda$284/0x00000008003069c0
2459:             1             16  org.apache.commons.compress.archivers.zip.ExtraFieldUtils$$Lambda$285/0x0000000800306e88
2460:             1             16  org.apache.commons.compress.archivers.zip.ExtraFieldUtils$$Lambda$286/0x0000000800307350
2461:             1             16  org.apache.commons.compress.archivers.zip.ExtraFieldUtils$$Lambda$287/0x0000000800307830
2462:             1             16  org.apache.commons.compress.archivers.zip.ExtraFieldUtils$$Lambda$288/0x0000000800307ce0
2463:             1             16  org.apache.commons.compress.archivers.zip.ExtraFieldUtils$$Lambda$289/0x0000000800308290
2464:             1             16  org.apache.commons.compress.archivers.zip.JarMarker
2465:             1             16  org.apache.commons.compress.archivers.zip.ZipFile$$Lambda$269/0x00000008002f97c0
2466:             1             16  org.apache.commons.compress.archivers.zip.ZipFile$$Lambda$271/0x00000008002f99d8
2467:             1             16  org.apache.commons.compress.archivers.zip.ZipFile$$Lambda$291/0x0000000800309860
2468:             1             16  org.apache.commons.compress.archivers.zip.ZipMethod$$Lambda$292/0x000000080030b328
2469:             1             16  org.apache.commons.compress.utils.IOUtils$$Lambda$314/0x0000000800313040
2470:             1             16  org.apache.commons.io.IOUtils$$Lambda$274/0x0000000800301e68
2471:             1             16  org.apache.commons.io.IOUtils$$Lambda$275/0x0000000800302080
2472:             1             16  org.apache.commons.io.function.Constants$$Lambda$298/0x000000080030e5f0
2473:             1             16  org.apache.commons.io.function.Constants$$Lambda$299/0x000000080030ea20
2474:             1             16  org.apache.commons.io.function.Constants$$Lambda$300/0x000000080030ee40
2475:             1             16  org.apache.commons.io.function.Constants$$Lambda$301/0x000000080030f270
2476:             1             16  org.apache.commons.io.function.Constants$$Lambda$302/0x000000080030f710
2477:             1             16  org.apache.commons.io.function.Constants$$Lambda$303/0x000000080030f968
2478:             1             16  org.apache.commons.io.function.Constants$$Lambda$304/0x000000080030fdb8
2479:             1             16  org.apache.commons.io.function.IOConsumer$$Lambda$306/0x000000080030d630
2480:             1             16  org.apache.commons.io.function.IOIntConsumer$$Lambda$307/0x000000080030da60
2481:             1             16  org.apache.commons.io.input.ProxyInputStream$$Lambda$305/0x000000080030d3f8
2482:             1             16  org.slf4j.helpers.NOPLogger
2483:             1             16  org.slf4j.helpers.ThreadLocalMapOfStacks
2484:             1             16  org.sqlite.JDBC
2485:             1             16  org.sqlite.SQLiteJDBCLoader$$Lambda$17/0x00000008000e54f8
2486:             1             16  org.sqlite.core.CorePreparedStatement$$Lambda$32/0x00000008001030a8
2487:             1             16  org.sqlite.core.CorePreparedStatement$$Lambda$33/0x00000008001032c0
2488:             1             16  org.sqlite.core.CorePreparedStatement$$Lambda$34/0x00000008001034d8
2489:             1             16  org.sqlite.core.CoreResultSet$$Lambda$47/0x000000080010f030
2490:             1             16  org.sqlite.core.CoreStatement$$Lambda$30/0x0000000800100658
2491:             1             16  org.sqlite.core.DB$$Lambda$50/0x0000000800114448
2492:             1             16  org.sqlite.date.FastDateFormat$1
2493:             1             16  org.sqlite.date.FastDateParser$1
2494:             1             16  org.sqlite.date.FastDateParser$2
2495:             1             16  org.sqlite.date.FastDateParser$3
2496:             1             16  org.sqlite.date.FastDateParser$4
2497:             1             16  org.sqlite.date.FastDatePrinter$TwoDigitMonthField
2498:             1             16  org.sqlite.jdbc3.JDBC3PreparedStatement$$Lambda$35/0x0000000800103d20
2499:             1             16  org.sqlite.jdbc3.JDBC3PreparedStatement$$Lambda$41/0x000000080010db80
2500:             1             16  org.sqlite.jdbc3.JDBC3ResultSet$$Lambda$194/0x00000008002adb68
2501:             1             16  org.sqlite.jdbc3.JDBC3Statement$$Lambda$39/0x0000000800106660
2502:             1             16  org.sqlite.jdbc3.JDBC3Statement$$Lambda$43/0x000000080010dfb8
2503:             1             16  org.sqlite.jdbc3.JDBC3Statement$$Lambda$44/0x000000080010e1d0
2504:             1             16  org.sqlite.util.ProcessRunner
2505:             1             16  org.tukaani.xz.ArrayCache
2506:             1             16  org.tukaani.xz.lzma.State
2507:             1             16  sun.awt.AppContext$6 (java.desktop@17.0.18)
2508:             1             16  sun.awt.AppContext$GetAppContextLock (java.desktop@17.0.18)
2509:             1             16  sun.awt.PaintEventDispatcher (java.desktop@17.0.18)
2510:             1             16  sun.awt.SunToolkit$ModalityListenerList (java.desktop@17.0.18)
2511:             1             16  sun.awt.image.PixelConverter (java.desktop@17.0.18)
2512:             1             16  sun.awt.image.PixelConverter$Argb (java.desktop@17.0.18)
2513:             1             16  sun.awt.image.PixelConverter$ArgbBm (java.desktop@17.0.18)
2514:             1             16  sun.awt.image.PixelConverter$ArgbPre (java.desktop@17.0.18)
2515:             1             16  sun.awt.image.PixelConverter$Bgrx (java.desktop@17.0.18)
2516:             1             16  sun.awt.image.PixelConverter$ByteGray (java.desktop@17.0.18)
2517:             1             16  sun.awt.image.PixelConverter$Rgba (java.desktop@17.0.18)
2518:             1             16  sun.awt.image.PixelConverter$RgbaPre (java.desktop@17.0.18)
2519:             1             16  sun.awt.image.PixelConverter$Rgbx (java.desktop@17.0.18)
2520:             1             16  sun.awt.image.PixelConverter$Ushort4444Argb (java.desktop@17.0.18)
2521:             1             16  sun.awt.image.PixelConverter$Ushort555Rgb (java.desktop@17.0.18)
2522:             1             16  sun.awt.image.PixelConverter$Ushort555Rgbx (java.desktop@17.0.18)
2523:             1             16  sun.awt.image.PixelConverter$Ushort565Rgb (java.desktop@17.0.18)
2524:             1             16  sun.awt.image.PixelConverter$UshortGray (java.desktop@17.0.18)
2525:             1             16  sun.awt.image.PixelConverter$Xbgr (java.desktop@17.0.18)
2526:             1             16  sun.awt.image.PixelConverter$Xrgb (java.desktop@17.0.18)
2527:             1             16  sun.awt.windows.WInputMethodDescriptor (java.desktop@17.0.18)
2528:             1             16  sun.awt.windows.WKeyboardFocusManagerPeer (java.desktop@17.0.18)
2529:             1             16  sun.awt.windows.WToolkit$$Lambda$76/0x000000080016c278 (java.desktop@17.0.18)
2530:             1             16  sun.awt.windows.WToolkit$$Lambda$78/0x000000080016c6b0 (java.desktop@17.0.18)
2531:             1             16  sun.awt.windows.WToolkit$$Lambda$80/0x000000080016cae8 (java.desktop@17.0.18)
2532:             1             16  sun.awt.windows.WToolkit$$Lambda$81/0x000000080016d128 (java.desktop@17.0.18)
2533:             1             16  sun.awt.windows.WToolkit$ToolkitDisposer (java.desktop@17.0.18)
2534:             1             16  sun.awt.windows.WWindowPeer$ActiveWindowListener (java.desktop@17.0.18)
2535:             1             16  sun.awt.windows.WWindowPeer$GuiDisposedListener (java.desktop@17.0.18)
2536:             1             16  sun.font.SunFontManager$T1Filter (java.desktop@17.0.18)
2537:             1             16  sun.font.SunFontManager$TTFilter (java.desktop@17.0.18)
2538:             1             16  sun.java2d.Disposer (java.desktop@17.0.18)
2539:             1             16  sun.java2d.Disposer$$Lambda$74/0x000000080016b1f8 (java.desktop@17.0.18)
2540:             1             16  sun.java2d.StateTracker$1 (java.desktop@17.0.18)
2541:             1             16  sun.java2d.StateTracker$2 (java.desktop@17.0.18)
2542:             1             16  sun.java2d.SurfaceData$PixelToShapeLoopConverter (java.desktop@17.0.18)
2543:             1             16  sun.java2d.WindowsSurfaceManagerFactory (java.desktop@17.0.18)
2544:             1             16  sun.java2d.d3d.D3DGraphicsConfig$D3DImageCaps (java.desktop@17.0.18)
2545:             1             16  sun.java2d.d3d.D3DScreenUpdateManager$$Lambda$84/0x0000000800193198 (java.desktop@17.0.18)
2546:             1             16  sun.java2d.loops.GraphicsPrimitiveMgr$1 (java.desktop@17.0.18)
2547:             1             16  sun.java2d.loops.GraphicsPrimitiveMgr$2 (java.desktop@17.0.18)
2548:             1             16  sun.java2d.marlin.DMarlinRenderingEngine (java.desktop@17.0.18)
2549:             1             16  sun.java2d.pipe.AATextRenderer (java.desktop@17.0.18)
2550:             1             16  sun.java2d.pipe.AlphaColorPipe (java.desktop@17.0.18)
2551:             1             16  sun.java2d.pipe.AlphaPaintPipe (java.desktop@17.0.18)
2552:             1             16  sun.java2d.pipe.DrawImage (java.desktop@17.0.18)
2553:             1             16  sun.java2d.pipe.GeneralCompositePipe (java.desktop@17.0.18)
2554:             1             16  sun.java2d.pipe.LCDTextRenderer (java.desktop@17.0.18)
2555:             1             16  sun.java2d.pipe.LoopPipe (java.desktop@17.0.18)
2556:             1             16  sun.java2d.pipe.NullPipe (java.desktop@17.0.18)
2557:             1             16  sun.java2d.pipe.OutlineTextRenderer (java.desktop@17.0.18)
2558:             1             16  sun.java2d.pipe.SolidTextRenderer (java.desktop@17.0.18)
2559:             1             16  sun.java2d.pipe.ValidatePipe (java.desktop@17.0.18)
2560:             1             16  sun.java2d.windows.GDIRenderer (java.desktop@17.0.18)
2561:             1             16  sun.net.spi.DefaultProxySelector (java.base@17.0.18)
2562:             1             16  sun.net.www.protocol.file.Handler (java.base@17.0.18)
2563:             1             16  sun.net.www.protocol.jar.Handler (java.base@17.0.18)
2564:             1             16  sun.net.www.protocol.jar.JarFileFactory (java.base@17.0.18)
